3918298|Josh Allen|QB|BUF|1|19.0|99.9|370.0
4426348|Jayden Daniels|QB|WSH|3|52.5|99.0|317.0
3916387|Lamar Jackson|QB|BAL|5|33.2|99.8|322.5
4429795|Jahmyr Gibbs|RB|DET|7|1.3|99.9|369.1
4430807|Bijan Robinson|RB|ATL|8|2.4|99.9|352.4
4362628|Ja'Marr Chase|WR|CIN|9|4.2|99.9|336.9
4426515|Puka Nacua|WR|LAR|10|5.3|99.9|353.6
4430878|Jaxon Smith-Njigba|WR|SEA|11|6.4|99.9|326.7
3117251|Christian McCaffrey|RB|SF|12|7.7|99.9|341.5
4431452|Drake Maye|QB|NE|13|46.5|99.4|319.8
4040715|Jalen Hurts|QB|PHI|15|53.9|98.5|319.8
4242335|Jonathan Taylor|RB|IND|17|6.2|99.9|315.9
4374302|Amon-Ra St. Brown|WR|DET|18|8.5|99.9|324.0
4241389|CeeDee Lamb|WR|DAL|19|11.6|99.9|293.6
4429160|De'Von Achane|RB|MIA|20|13.3|99.9|293.2
3915511|Joe Burrow|QB|CIN|21|52.8|98.2|304.3
4689114|Jaxson Dart|QB|NYG|23|81.9|94.3|299.5
4379399|James Cook III|RB|BUF|25|10.1|99.9|280.0
4262921|Justin Jefferson|WR|MIN|26|12.3|99.9|293.9
4426502|Drake London|WR|ATL|27|20.8|99.8|269.5
4361307|Trey McBride|TE|ARI|28|23.5|99.9|241.6
4870808|Jeremiyah Love|RB|ARI|29|25.2|99.4|276.5
4428331|Rashee Rice|WR|KC|30|29.2|99.5|259.3
4258173|Nico Collins|WR|HOU|31|25.9|99.7|248.2
4360310|Trevor Lawrence|QB|JAX|32|103.6|88.7|289.5
2577417|Dak Prescott|QB|DAL|34|71.8|94.1|286.1
4426338|Bo Nix|QB|DEN|36|104.1|88.8|295.7
3929630|Saquon Barkley|RB|PHI|38|14.1|99.9|273.3
3043078|Derrick Henry|RB|BAL|39|16.5|99.8|277.8
4890973|Ashton Jeanty|RB|LV|40|21.6|99.7|278.9
4567048|Kenneth Walker III|RB|KC|41|24.3|99.6|273.1
4432665|Brock Bowers|TE|LV|42|23.9|99.9|240.9
4361741|Brock Purdy|QB|SF|43|108.9|85.3|291.6
12483|Matthew Stafford|QB|LAR|45|93.2|92.8|292.8
4047646|A.J. Brown|WR|NE|47|21.4|99.7|249.4
