4429795|Jahmyr Gibbs|RB|DET|1|1.3|99.9|365.7
4430807|Bijan Robinson|RB|ATL|2|2.4|99.9|352.8
4362628|Ja'Marr Chase|WR|CIN|3|4.3|99.9|336.9
4426515|Puka Nacua|WR|LAR|4|5.3|99.9|353.6
4242335|Jonathan Taylor|RB|IND|5|6.2|99.9|316.3
4430878|Jaxon Smith-Njigba|WR|SEA|6|6.3|99.9|326.7
3117251|Christian McCaffrey|RB|SF|7|7.7|99.9|341.9
4374302|Amon-Ra St. Brown|WR|DET|8|8.4|99.9|324.4
4379399|James Cook III|RB|BUF|9|10.1|99.9|280.3
4241389|CeeDee Lamb|WR|DAL|10|11.8|99.9|293.6
4262921|Justin Jefferson|WR|MIN|11|12.6|99.9|294.7
4429160|De'Von Achane|RB|MIA|12|12.6|99.9|293.6
4685382|Omarion Hampton|RB|LAC|13|18.0|99.5|261.7
4362238|Chase Brown|RB|CIN|14|17.1|99.5|271.6
3929630|Saquon Barkley|RB|PHI|15|14.0|99.9|273.3
3043078|Derrick Henry|RB|BAL|16|16.5|99.8|277.8
4890973|Ashton Jeanty|RB|LV|17|21.8|99.7|278.9
4426502|Drake London|WR|ATL|18|20.4|99.8|269.8
4870808|Jeremiyah Love|RB|ARI|19|25.9|99.4|276.5
4047646|A.J. Brown|WR|NE|20|21.0|99.7|249.7
4361307|Trey McBride|TE|ARI|21|23.1|99.9|241.7
4432665|Brock Bowers|TE|LV|22|23.9|99.9|240.9
4258173|Nico Collins|WR|HOU|23|25.7|99.7|248.2
4361370|Chris Olave|WR|NO|24|29.4|99.3|249.8
4428331|Rashee Rice|WR|KC|25|29.4|99.5|259.3
3918298|Josh Allen|QB|BUF|26|19.1|99.9|370.6
4426354|George Pickens|WR|DAL|27|28.2|99.7|239.3
4567048|Kenneth Walker III|RB|KC|28|24.8|99.5|273.1
4569618|Garrett Wilson|WR|NYJ|29|37.1|99.0|250.3
4427366|Breece Hall|RB|NYJ|30|36.0|98.8|274.5
4361579|Javonte Williams|RB|DAL|31|32.6|98.9|259.5
4430737|Kyren Williams|RB|LAR|32|34.8|98.6|232.0
4595348|Malik Nabers|WR|NYG|33|35.1|99.1|243.9
4241478|DeVonta Smith|WR|PHI|34|36.5|99.2|239.1
4239996|Travis Etienne Jr.|RB|NO|35|40.4|98.1|246.7
4685472|Tetairoa McMillan|WR|CAR|36|42.3|98.7|236.2
4429615|Zay Flowers|WR|BAL|38|44.0|98.5|238.5
4567750|Emeka Egbuka|WR|TB|39|44.9|98.0|229.0
4685702|Quinshon Judkins|RB|CLE|40|48.4|96.7|226.7
4612826|Ladd McConkey|WR|LAC|41|45.8|97.6|221.0
4239993|Tee Higgins|WR|CIN|42|51.3|97.2|218.9
4723086|Colston Loveland|TE|CHI|43|42.3|99.6|206.9
3916387|Lamar Jackson|QB|BAL|44|34.4|99.8|322.5
16800|Davante Adams|WR|LAR|45|46.0|98.6|232.2
4696981|Cam Skattebo|RB|NYG|46|45.0|98.6|227.4
4259545|D'Andre Swift|RB|CHI|47|51.8|95.4|210.5
4882093|Bhayshul Tuten|RB|JAX|48|61.1|93.3|206.0
4372016|Jaylen Waddle|WR|DEN|49|52.2|96.8|213.1
4596448|Bucky Irving|RB|TB|50|56.7|96.4|207.1
3121422|Terry McLaurin|WR|WSH|51|60.9|95.9|218.2
3915416|DJ Moore|WR|BUF|52|59.8|95.4|209.7
4431459|Tyler Warren|TE|IND|53|52.0|99.1|210.6
4426388|Jameson Williams|WR|DET|54|64.1|95.3|208.6
4431299|Rome Odunze|WR|CHI|55|65.4|94.8|213.6
4426348|Jayden Daniels|QB|WSH|56|53.1|99.0|317.5
4431452|Drake Maye|QB|NE|58|47.1|99.4|320.2
4035538|David Montgomery|RB|HOU|60|61.4|94.4|199.7
